Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name
8	38263130	38269243	PLPP5	HGNC Symbol
8	38269704	38382272	NSD3	HGNC Symbol
8	38269704	38382272	NSD3	HGNC Symbol
8	102252273	102412759	UBR5	HGNC Symbol
8	102252273	102412759	UBR5	HGNC Symbol
8	23528956	23575463	SLC25A37	HGNC Symbol
8	48917598	48921740	SNAI2	HGNC Symbol
8	138130023	138497261	FAM135B	HGNC Symbol
8	49054311	49076090	PPDPFL	HGNC Symbol
8	49054311	49076090	PPDPFL	HGNC Symbol
8	49054311	49076090	PPDPFL	HGNC Symbol
8	49054311	49076090	PPDPFL	HGNC Symbol
8	69667046	69834978	SLCO5A1	HGNC Symbol
8	69667046	69834978	SLCO5A1	HGNC Symbol
8	69667046	69834978	SLCO5A1	HGNC Symbol
8	55696424	55773407	TMEM68	HGNC Symbol
8	55696424	55773407	TMEM68	HGNC Symbol
8	55696424	55773407	TMEM68	HGNC Symbol
8	55696424	55773407	TMEM68	HGNC Symbol
8	55696424	55773407	TMEM68	HGNC Symbol
8	55696424	55773407	TMEM68	HGNC Symbol
8	55773142	55825448	TGS1	HGNC Symbol
8	55879835	56014169	LYN	HGNC Symbol
8	55879835	56014169	LYN	HGNC Symbol
8	106359476	106752694	OXR1	HGNC Symbol
8	106359476	106752694	OXR1	HGNC Symbol
8	106359476	106752694	OXR1	HGNC Symbol
8	106359476	106752694	OXR1	HGNC Symbol
8	106359476	106752694	OXR1	HGNC Symbol
8	106359476	106752694	OXR1	HGNC Symbol
8	138588235	138914041	COL22A1	HGNC Symbol
8	22156913	22164479	SFTPC	HGNC Symbol
8	22156913	22164479	SFTPC	HGNC Symbol
8	22156913	22164479	SFTPC	HGNC Symbol
8	70051651	70071693	PRDM14	HGNC Symbol
8	22146830	22157084	LGI3	HGNC Symbol
8	144502973	144507174	GPT	HGNC Symbol
8	144502973	144507174	GPT	HGNC Symbol
8	70109782	70403808	NCOA2	HGNC Symbol
8	139600838	139704109	KCNK9	HGNC Symbol
8	139600838	139704109	KCNK9	HGNC Symbol
8	139600838	139704109	KCNK9	HGNC Symbol
8	139600838	139704109	KCNK9	HGNC Symbol
8	139600838	139704109	KCNK9	HGNC Symbol
8	80485619	80526265	ZBTB10	HGNC Symbol
8	80485619	80526265	ZBTB10	HGNC Symbol
8	80485619	80526265	ZBTB10	HGNC Symbol
8	144477969	144502121	PPP1R16A	HGNC Symbol
8	144477969	144502121	PPP1R16A	HGNC Symbol
8	23678697	23682938	NKX3-1	HGNC Symbol
8	23678697	23682938	NKX3-1	HGNC Symbol
8	56067295	56074581	RPS20	HGNC Symbol
8	56067295	56074581	RPS20	HGNC Symbol
8	56067295	56074581	RPS20	HGNC Symbol
8	23841929	23854806	STC1	HGNC Symbol
8	106759483	106770244	ABRA	HGNC Symbol
8	80628451	80874781	ZNF704	HGNC Symbol
8	18170477	18223689	NAT1	HGNC Symbol
8	18170477	18223689	NAT1	HGNC Symbol
8	18170477	18223689	NAT1	HGNC Symbol
8	18170477	18223689	NAT1	HGNC Symbol
8	18170477	18223689	NAT1	HGNC Symbol
8	18170477	18223689	NAT1	HGNC Symbol
8	56112942	56113982	MOS	HGNC Symbol
8	80967810	81112068	PAG1	HGNC Symbol
8	107249482	107498055	ANGPT1	HGNC Symbol
8	107249482	107498055	ANGPT1	HGNC Symbol
8	107249482	107498055	ANGPT1	HGNC Symbol
8	56160909	56211324	PLAG1	HGNC Symbol
8	56160909	56211324	PLAG1	HGNC Symbol
8	56160909	56211324	PLAG1	HGNC Symbol
8	18391282	18401218	NAT2	HGNC Symbol
8	107899316	108083642	RSPO2	HGNC Symbol
8	107899316	108083642	RSPO2	HGNC Symbol
8	107899316	108083642	RSPO2	HGNC Symbol
8	139727725	140458579	TRAPPC9	HGNC Symbol
8	139727725	140458579	TRAPPC9	HGNC Symbol
8	139727725	140458579	TRAPPC9	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	56211686	56218798	CHCHD7	HGNC Symbol
8	140511311	140517154	CHRAC1	HGNC Symbol
8	81280536	81284777	FABP5	HGNC Symbol
8	27235323	27258420	STMN4	HGNC Symbol
8	27235323	27258420	STMN4	HGNC Symbol
8	27235323	27258420	STMN4	HGNC Symbol
8	27235323	27258420	STMN4	HGNC Symbol
8	70573218	70608416	TRAM1	HGNC Symbol
8	70573218	70608416	TRAM1	HGNC Symbol
8	70635318	70669185	LACTB2	HGNC Symbol
8	70635318	70669185	LACTB2	HGNC Symbol
8	81440326	81447439	PMP2	HGNC Symbol
8	81440326	81447439	PMP2	HGNC Symbol
8	70669365	70790371	XKR9	HGNC Symbol
8	70669365	70790371	XKR9	HGNC Symbol
8	81478419	81483263	FABP4	HGNC Symbol
8	81524981	81531378	FABP12	HGNC Symbol
8	71197433	71592025	EYA1	HGNC Symbol
8	71197433	71592025	EYA1	HGNC Symbol
8	71197433	71592025	EYA1	HGNC Symbol
8	71197433	71592025	EYA1	HGNC Symbol
8	71197433	71592025	EYA1	HGNC Symbol
8	71197433	71592025	EYA1	HGNC Symbol
8	24294040	24359018	ADAM28	HGNC Symbol
8	24294040	24359018	ADAM28	HGNC Symbol
8	24384285	24406013	ADAMDEC1	HGNC Symbol
8	24384285	24406013	ADAMDEC1	HGNC Symbol
8	144509070	144511213	MFSD3	HGNC Symbol
8	14084845	15238431	SGCZ	HGNC Symbol
8	24440930	24526970	ADAM7	HGNC Symbol
8	108201216	108435333	EIF3E	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	73939169	73972287	ELOC	HGNC Symbol
8	108443601	108489196	EMC2	HGNC Symbol
8	108606850	108787594	TMEM74	HGNC Symbol
8	109086621	109119584	TRHR	HGNC Symbol
8	109086621	109119584	TRHR	HGNC Symbol
8	144511288	144517845	RECQL4	HGNC Symbol
8	73972437	73982783	TMEM70	HGNC Symbol
8	73972437	73982783	TMEM70	HGNC Symbol
8	102551589	102561018	ODF1	HGNC Symbol
8	144525733	144529132	C8orf82	HGNC Symbol
8	144525733	144529132	C8orf82	HGNC Symbol
8	144517992	144525172	LRRC14	HGNC Symbol
8	144517992	144525172	LRRC14	HGNC Symbol
8	144522388	144527033	LRRC24	HGNC Symbol
8	102648784	102655725	KLF10	HGNC Symbol
8	102648784	102655725	KLF10	HGNC Symbol
8	18527303	19084730	PSD3	HGNC Symbol
8	18527303	19084730	PSD3	HGNC Symbol
8	73991352	74029087	LY96	HGNC Symbol
8	73991352	74029087	LY96	HGNC Symbol
8	109240919	109334118	NUDCD1	HGNC Symbol
8	109240919	109334118	NUDCD1	HGNC Symbol
8	74321130	74488872	GDAP1	HGNC Symbol
8	74321130	74488872	GDAP1	HGNC Symbol
8	74234700	74321540	JPH1	HGNC Symbol
8	109334324	109345954	ENY2	HGNC Symbol
8	109334324	109345954	ENY2	HGNC Symbol
8	81656914	81686331	IMPA1	HGNC Symbol
8	81656914	81686331	IMPA1	HGNC Symbol
8	81656914	81686331	IMPA1	HGNC Symbol
8	27284886	27311272	TRIM35	HGNC Symbol
8	27284886	27311272	TRIM35	HGNC Symbol
8	81693607	81696174	SLC10A5	HGNC Symbol
8	74824534	74855029	PI15	HGNC Symbol
8	74824534	74855029	PI15	HGNC Symbol
8	74824534	74855029	PI15	HGNC Symbol
8	6708642	6761503	AGPAT5	HGNC Symbol
8	144529179	144605816	ARHGAP39	HGNC Symbol
8	144529179	144605816	ARHGAP39	HGNC Symbol
8	6808517	6835644	XKR5	HGNC Symbol
8	6870592	6877936	DEFB1	HGNC Symbol
8	140520156	140635633	AGO2	HGNC Symbol
8	140520156	140635633	AGO2	HGNC Symbol
8	144720907	144756417	ZNF251	HGNC Symbol
8	144773114	144787345	ZNF34	HGNC Symbol
8	144773114	144787345	ZNF34	HGNC Symbol
8	19313693	19396218	SH2D4A	HGNC Symbol
8	19313693	19396218	SH2D4A	HGNC Symbol
8	19313693	19396218	SH2D4A	HGNC Symbol
8	102826308	102893864	AZIN1	HGNC Symbol
8	102826308	102893864	AZIN1	HGNC Symbol
8	6924697	6926076	DEFA6	HGNC Symbol
8	6935822	6938338	DEFA4	HGNC Symbol
8	74984505	75034558	CRISPLD1	HGNC Symbol
8	74984505	75034558	CRISPLD1	HGNC Symbol
8	74984505	75034558	CRISPLD1	HGNC Symbol
8	6977649	6980080	DEFA1	HGNC Symbol
8	6977649	6980080	DEFA1	HGNC Symbol
8	6996766	6999195	DEFA1B	HGNC Symbol
8	103021063	103073051	ATP6V1C1	HGNC Symbol
8	103021063	103073051	ATP6V1C1	HGNC Symbol
8	75407914	75566843	HNF4G	HGNC Symbol
8	75407914	75566843	HNF4G	HGNC Symbol
8	7015869	7018297	DEFA3	HGNC Symbol
8	81732448	81759515	CHMP4C	HGNC Symbol
8	81701334	81732903	ZFAND1	HGNC Symbol
8	81701334	81732903	ZFAND1	HGNC Symbol
8	81701334	81732903	ZFAND1	HGNC Symbol
8	103140713	103230305	BAALC	HGNC Symbol
8	103140713	103230305	BAALC	HGNC Symbol
8	103298433	103332866	FZD6	HGNC Symbol
8	103298433	103332866	FZD6	HGNC Symbol
8	103298433	103332866	FZD6	HGNC Symbol
8	38386207	38409527	LETM2	HGNC Symbol
8	38386207	38409527	LETM2	HGNC Symbol
8	38386207	38409527	LETM2	HGNC Symbol
8	38386207	38409527	LETM2	HGNC Symbol
8	38386207	38409527	LETM2	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	38400215	38468834	FGFR1	HGNC Symbol
8	76681239	76867285	ZFHX4	HGNC Symbol
8	7055304	7056739	DEFA5	HGNC Symbol
8	27311482	27459391	PTK2B	HGNC Symbol
8	27311482	27459391	PTK2B	HGNC Symbol
8	27311482	27459391	PTK2B	HGNC Symbol
8	27311482	27459391	PTK2B	HGNC Symbol
8	22165140	22212326	BMP1	HGNC Symbol
8	22165140	22212326	BMP1	HGNC Symbol
8	22165140	22212326	BMP1	HGNC Symbol
8	28494205	28574267	FZD3	HGNC Symbol
8	28494205	28574267	FZD3	HGNC Symbol
8	103371538	103382989	CTHRC1	HGNC Symbol
8	103371538	103382989	CTHRC1	HGNC Symbol
8	109362461	109537207	PKHD1L1	HGNC Symbol
8	103398635	103415189	SLC25A32	HGNC Symbol
8	28600469	28755599	EXTL3	HGNC Symbol
8	103500696	104256094	RIMS2	HGNC Symbol
8	103500696	104256094	RIMS2	HGNC Symbol
8	103500696	104256094	RIMS2	HGNC Symbol
8	103500696	104256094	RIMS2	HGNC Symbol
8	7332387	7333979	USP17L1	HGNC Symbol
8	7337115	7338707	USP17L4	HGNC Symbol
8	109539711	109565996	EBAG9	HGNC Symbol
8	109539711	109565996	EBAG9	HGNC Symbol
8	109539711	109565996	EBAG9	HGNC Symbol
8	76980258	77001044	PEX2	HGNC Symbol
8	76980258	77001044	PEX2	HGNC Symbol
8	76980258	77001044	PEX2	HGNC Symbol
8	103414714	103443453	DCAF13	HGNC Symbol
8	103414714	103443453	DCAF13	HGNC Symbol
8	78516340	78605267	PKIA	HGNC Symbol
8	78516340	78605267	PKIA	HGNC Symbol
8	78516340	78605267	PKIA	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	109573978	109691791	SYBU	HGNC Symbol
8	7355517	7385558	ZNF705G	HGNC Symbol
8	124973295	124979389	ZNF572	HGNC Symbol
8	7414855	7416863	DEFB4B	HGNC Symbol
8	7428888	7430348	DEFB103B	HGNC Symbol
8	81799581	81842866	SNX16	HGNC Symbol
8	81799581	81842866	SNX16	HGNC Symbol
8	81799581	81842866	SNX16	HGNC Symbol
8	7442684	7463674	SPAG11B	HGNC Symbol
8	7442684	7463674	SPAG11B	HGNC Symbol
8	7442684	7463674	SPAG11B	HGNC Symbol
8	7442684	7463674	SPAG11B	HGNC Symbol
8	7442684	7463674	SPAG11B	HGNC Symbol
8	124998497	125022283	SQLE	HGNC Symbol
8	41645178	41650669	NKX6-3	HGNC Symbol
8	7470308	7475082	DEFB104B	HGNC Symbol
8	140657900	141002216	PTK2	HGNC Symbol
8	140657900	141002216	PTK2	HGNC Symbol
8	140657900	141002216	PTK2	HGNC Symbol
8	140657900	141002216	PTK2	HGNC Symbol
8	7482504	7486400	DEFB106B	HGNC Symbol
8	7487669	7489593	DEFB105B	HGNC Symbol
8	144789765	144792587	RPL8	HGNC Symbol
8	144789765	144792587	RPL8	HGNC Symbol
8	144789765	144792587	RPL8	HGNC Symbol
8	125091679	125367120	NSMCE2	HGNC Symbol
8	125091679	125367120	NSMCE2	HGNC Symbol
8	125091679	125367120	NSMCE2	HGNC Symbol
8	125091679	125367120	NSMCE2	HGNC Symbol
8	125024260	125091819	WASHC5	HGNC Symbol
8	125024260	125091819	WASHC5	HGNC Symbol
8	7495846	7509311	DEFB107B	HGNC Symbol
8	7539628	7542450	PRR23D1	HGNC Symbol
8	12721906	12756073	LONRF1	HGNC Symbol
8	23102590	23117437	TNFRSF10C	HGNC Symbol
8	47773108	47960183	PRKDC	HGNC Symbol
8	47773108	47960183	PRKDC	HGNC Symbol
8	100572889	100663415	SNX31	HGNC Symbol
8	100572889	100663415	SNX31	HGNC Symbol
8	73241329	73259502	C8orf89	HGNC Symbol
8	12425614	12436343	FAM86B2	HGNC Symbol
8	58805412	59119147	TOX	HGNC Symbol
8	73294602	73325281	RDH10	HGNC Symbol
8	73290242	73295789	RPL7	HGNC Symbol
8	73290242	73295789	RPL7	HGNC Symbol
8	73290242	73295789	RPL7	HGNC Symbol
8	73290242	73295789	RPL7	HGNC Symbol
8	1823926	1958641	ARHGEF10	HGNC Symbol
8	1823926	1958641	ARHGEF10	HGNC Symbol
8	1823926	1958641	ARHGEF10	HGNC Symbol
8	26291508	26372680	PPP2R2A	HGNC Symbol
8	26291508	26372680	PPP2R2A	HGNC Symbol
8	1755778	1801711	CLN8	HGNC Symbol
8	1755778	1801711	CLN8	HGNC Symbol
8	1755778	1801711	CLN8	HGNC Symbol
8	1755778	1801711	CLN8	HGNC Symbol
8	1755778	1801711	CLN8	HGNC Symbol
8	1755778	1801711	CLN8	HGNC Symbol
8	143566192	143572772	MROH6	HGNC Symbol
8	133191039	133231690	CCN4	HGNC Symbol
8	133191039	133231690	CCN4	HGNC Symbol
8	133191039	133231690	CCN4	HGNC Symbol
8	133191039	133231690	CCN4	HGNC Symbol
8	73420369	73747708	STAU2	HGNC Symbol
8	73420369	73747708	STAU2	HGNC Symbol
8	73420369	73747708	STAU2	HGNC Symbol
8	73420369	73747708	STAU2	HGNC Symbol
8	73420369	73747708	STAU2	HGNC Symbol
8	73420369	73747708	STAU2	HGNC Symbol
8	73420369	73747708	STAU2	HGNC Symbol
8	100685816	100722809	PABPC1	HGNC Symbol
8	68330955	68819023	C8orf34	HGNC Symbol
8	60185412	60281400	CA8	HGNC Symbol
8	22089150	22104911	FAM160B2	HGNC Symbol
8	22089150	22104911	FAM160B2	HGNC Symbol
8	73780097	73878910	UBE2W	HGNC Symbol
8	73780097	73878910	UBE2W	HGNC Symbol
8	73780097	73878910	UBE2W	HGNC Symbol
8	60516936	60623644	RAB2A	HGNC Symbol
8	60516936	60623644	RAB2A	HGNC Symbol
8	22106874	22109419	NUDT18	HGNC Symbol
8	72537225	72938349	KCNB2	HGNC Symbol
8	73008864	73048123	TERF1	HGNC Symbol
8	73008864	73048123	TERF1	HGNC Symbol
8	99960936	100131268	RGS22	HGNC Symbol
8	99960936	100131268	RGS22	HGNC Symbol
8	99960936	100131268	RGS22	HGNC Symbol
8	73064543	73124088	SBSPON	HGNC Symbol
8	143368876	143384221	RHPN1	HGNC Symbol
8	143419182	143430406	MAFA	HGNC Symbol
8	143437659	143541447	ZC3H3	HGNC Symbol
8	100133351	100145817	FBXO43	HGNC Symbol
8	100150623	100154003	POLR2K	HGNC Symbol
8	47736909	47739086	CEBPD	HGNC Symbol
8	100257060	100336218	RNF19A	HGNC Symbol
8	100257060	100336218	RNF19A	HGNC Symbol
8	100157906	100259278	SPAG1	HGNC Symbol
8	100157906	100259278	SPAG1	HGNC Symbol
8	25841725	26045413	EBF2	HGNC Symbol
8	143553207	143563062	GSDMD	HGNC Symbol
8	143553207	143563062	GSDMD	HGNC Symbol
8	18055992	18084998	ASAH1	HGNC Symbol
8	18055992	18084998	ASAH1	HGNC Symbol
8	18055992	18084998	ASAH1	HGNC Symbol
8	18055992	18084998	ASAH1	HGNC Symbol
8	18055992	18084998	ASAH1	HGNC Symbol
8	18055992	18084998	ASAH1	HGNC Symbol
8	18055992	18084998	ASAH1	HGNC Symbol
8	67422038	67746385	CPA6	HGNC Symbol
8	22713251	23000000	PEBP4	HGNC Symbol
8	22687659	22693480	EGR3	HGNC Symbol
8	22687659	22693480	EGR3	HGNC Symbol
8	22987417	23020199	RHOBTB2	HGNC Symbol
8	22987417	23020199	RHOBTB2	HGNC Symbol
8	22987417	23020199	RHOBTB2	HGNC Symbol
8	23020133	23069031	TNFRSF10B	HGNC Symbol
8	23020133	23069031	TNFRSF10B	HGNC Symbol
8	58583508	58659853	NSMAF	HGNC Symbol
8	58583508	58659853	NSMAF	HGNC Symbol
8	100509752	100559784	ANKRD46	HGNC Symbol
8	100509752	100559784	ANKRD46	HGNC Symbol
8	100509752	100559784	ANKRD46	HGNC Symbol
8	100509752	100559784	ANKRD46	HGNC Symbol
8	67952046	68237032	PREX2	HGNC Symbol
8	12310962	12318316	DEFB130A	HGNC Symbol
8	49909789	50796692	SNTG1	HGNC Symbol
8	49909789	50796692	SNTG1	HGNC Symbol
8	49909789	50796692	SNTG1	HGNC Symbol
8	49909789	50796692	SNTG1	HGNC Symbol
8	11842524	11869448	CTSB	HGNC Symbol
8	11842524	11869448	CTSB	HGNC Symbol
8	11842524	11869448	CTSB	HGNC Symbol
8	11842524	11869448	CTSB	HGNC Symbol
8	11842524	11869448	CTSB	HGNC Symbol
8	11842524	11869448	CTSB	HGNC Symbol
8	11842524	11869448	CTSB	HGNC Symbol
8	123248451	123275541	ZHX1	HGNC Symbol
8	123248451	123275541	ZHX1	HGNC Symbol
8	123248451	123275541	ZHX1	HGNC Symbol
8	123219967	123241377	C8orf76	HGNC Symbol
8	123226189	123274284	ZHX1-C8orf76	HGNC Symbol
8	98427022	98432848	KCNS2	HGNC Symbol
8	98427022	98432848	KCNS2	HGNC Symbol
8	98371228	98942827	STK3	HGNC Symbol
8	98371228	98942827	STK3	HGNC Symbol
8	98371228	98942827	STK3	HGNC Symbol
8	51319577	51809445	PXDNL	HGNC Symbol
8	24913758	24919098	NEFM	HGNC Symbol
8	24913758	24919098	NEFM	HGNC Symbol
8	123319850	123416350	ATAD2	HGNC Symbol
8	142449430	142545009	ADGRB1	HGNC Symbol
8	142449430	142545009	ADGRB1	HGNC Symbol
8	98944403	98952104	OSR2	HGNC Symbol
8	98944403	98952104	OSR2	HGNC Symbol
8	98944403	98952104	OSR2	HGNC Symbol
8	98944403	98952104	OSR2	HGNC Symbol
8	166049	167043	OR4F21	HGNC Symbol
8	51817575	51899186	PCMTD1	HGNC Symbol
8	51817575	51899186	PCMTD1	HGNC Symbol
8	51817575	51899186	PCMTD1	HGNC Symbol
8	142611049	142614479	ARC	HGNC Symbol
8	232137	264703	ZNF596	HGNC Symbol
8	232137	264703	ZNF596	HGNC Symbol
8	232137	264703	ZNF596	HGNC Symbol
8	142657460	142681968	JRK	HGNC Symbol
8	142657460	142681968	JRK	HGNC Symbol
8	142657460	142681968	JRK	HGNC Symbol
8	142657460	142681968	JRK	HGNC Symbol
8	142670308	142682725	PSCA	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99873200	99893707	COX6C	HGNC Symbol
8	99013266	99877580	VPS13B	HGNC Symbol
8	99013266	99877580	VPS13B	HGNC Symbol
8	99013266	99877580	VPS13B	HGNC Symbol
8	99013266	99877580	VPS13B	HGNC Symbol
8	17864380	17910365	FGL1	HGNC Symbol
8	17864380	17910365	FGL1	HGNC Symbol
8	17864380	17910365	FGL1	HGNC Symbol
8	17864380	17910365	FGL1	HGNC Symbol
8	17864380	17910365	FGL1	HGNC Symbol
8	17864380	17910365	FGL1	HGNC Symbol
8	17864380	17910365	FGL1	HGNC Symbol
8	142700111	142705127	LY6K	HGNC Symbol
8	142700111	142705127	LY6K	HGNC Symbol
8	142727223	142736927	THEM6	HGNC Symbol
8	142740949	142742406	SLURP1	HGNC Symbol
8	56300010	56320776	SDR16C5	HGNC Symbol
8	56300010	56320776	SDR16C5	HGNC Symbol
8	56300010	56320776	SDR16C5	HGNC Symbol
8	142750150	142752534	LYPD2	HGNC Symbol
8	52110839	52460959	ST18	HGNC Symbol
8	142764334	142778224	LYNX1-SLURP2	HGNC Symbol
8	142764338	142769828	SLURP2	HGNC Symbol
8	142771197	142777810	LYNX1	HGNC Symbol
8	142771197	142777810	LYNX1	HGNC Symbol
8	142771197	142777810	LYNX1	HGNC Symbol
8	142771197	142777810	LYNX1	HGNC Symbol
8	142784882	142786539	LY6D	HGNC Symbol
8	142834247	142916506	GML	HGNC Symbol
8	142910559	142917843	CYP11B2	HGNC Symbol
8	142872356	142879846	CYP11B1	HGNC Symbol
8	142872356	142879846	CYP11B1	HGNC Symbol
8	123416725	123470028	WDYHV1	HGNC Symbol
8	123416725	123470028	WDYHV1	HGNC Symbol
8	123416725	123470028	WDYHV1	HGNC Symbol
8	123497889	123541206	FBXO32	HGNC Symbol
8	123497889	123541206	FBXO32	HGNC Symbol
8	52534037	52565430	ALKAL1	HGNC Symbol
8	123645527	123652950	KLHL38	HGNC Symbol
8	123680794	123737402	ANXA13	HGNC Symbol
8	123680794	123737402	ANXA13	HGNC Symbol
8	17922840	18029944	PCM1	HGNC Symbol
8	17922840	18029944	PCM1	HGNC Symbol
8	17922840	18029944	PCM1	HGNC Symbol
8	17922840	18029944	PCM1	HGNC Symbol
8	17922840	18029944	PCM1	HGNC Symbol
8	56436674	56446671	PENK	HGNC Symbol
8	56436674	56446671	PENK	HGNC Symbol
8	123768439	123815452	FAM91A1	HGNC Symbol
8	123768439	123815452	FAM91A1	HGNC Symbol
8	143017982	143023832	LY6E	HGNC Symbol
8	143017982	143023832	LY6E	HGNC Symbol
8	143017982	143023832	LY6E	HGNC Symbol
8	143017982	143023832	LY6E	HGNC Symbol
8	143017982	143023832	LY6E	HGNC Symbol
8	143017982	143023832	LY6E	HGNC Symbol
8	143017982	143023832	LY6E	HGNC Symbol
8	66870749	66922048	MCMDC2	HGNC Symbol
8	66870749	66922048	MCMDC2	HGNC Symbol
8	66870749	66922048	MCMDC2	HGNC Symbol
8	123851987	124120061	FER1L6	HGNC Symbol
8	24950955	24957110	NEFL	HGNC Symbol
8	56957931	56993867	IMPAD1	HGNC Symbol
8	124306189	124372692	TMEM65	HGNC Symbol
8	124450820	124462150	TRMT12	HGNC Symbol
8	52622458	52745843	RB1CC1	HGNC Symbol
8	52622458	52745843	RB1CC1	HGNC Symbol
8	22620418	22669148	BIN3	HGNC Symbol
8	22620418	22669148	BIN3	HGNC Symbol
8	22604632	22621514	CCAR2	HGNC Symbol
8	22604632	22621514	CCAR2	HGNC Symbol
8	124474738	124487914	RNF139	HGNC Symbol
8	124539101	124580648	NDUFB9	HGNC Symbol
8	124539101	124580648	NDUFB9	HGNC Symbol
8	124550790	124728429	MTSS1	HGNC Symbol
8	124550790	124728429	MTSS1	HGNC Symbol
8	124550790	124728429	MTSS1	HGNC Symbol
8	66946501	66962591	TCF24	HGNC Symbol
8	406428	477967	FBXO25	HGNC Symbol
8	406428	477967	FBXO25	HGNC Symbol
8	406428	477967	FBXO25	HGNC Symbol
8	406428	477967	FBXO25	HGNC Symbol
8	25184689	25418082	DOCK5	HGNC Symbol
8	25184689	25418082	DOCK5	HGNC Symbol
8	52938431	52941117	NPBWR1	HGNC Symbol
8	53225716	53251697	OPRK1	HGNC Symbol
8	53225716	53251697	OPRK1	HGNC Symbol
8	53225716	53251697	OPRK1	HGNC Symbol
8	53225716	53251697	OPRK1	HGNC Symbol
8	67062426	67196263	CSPP1	HGNC Symbol
8	67062426	67196263	CSPP1	HGNC Symbol
8	124488485	124539458	TATDN1	HGNC Symbol
8	124488485	124539458	TATDN1	HGNC Symbol
8	124488485	124539458	TATDN1	HGNC Symbol
8	67043079	67083783	COPS5	HGNC Symbol
8	67173511	67343781	ARFGEF1	HGNC Symbol
8	66964099	67056604	PPP1R42	HGNC Symbol
8	489792	545781	TDRP	HGNC Symbol
8	489792	545781	TDRP	HGNC Symbol
8	489792	545781	TDRP	HGNC Symbol
8	489792	545781	TDRP	HGNC Symbol
8	57994509	58204279	FAM110B	HGNC Symbol
8	143157914	143160711	LY6H	HGNC Symbol
8	143157914	143160711	LY6H	HGNC Symbol
8	143157914	143160711	LY6H	HGNC Symbol
8	143157914	143160711	LY6H	HGNC Symbol
8	143213218	143217170	GPIHBP1	HGNC Symbol
8	11973937	11974599	DEFB136	HGNC Symbol
8	11982321	11984590	DEFB135	HGNC Symbol
8	11993174	11996312	DEFB134	HGNC Symbol
8	11993174	11996312	DEFB134	HGNC Symbol
8	58411359	58451501	UBXN2B	HGNC Symbol
8	58411359	58451501	UBXN2B	HGNC Symbol
8	58411359	58451501	UBXN2B	HGNC Symbol
8	737596	1708474	DLGAP2	HGNC Symbol
8	614746	738106	ERICH1	HGNC Symbol
8	143267433	143276931	GLI4	HGNC Symbol
8	143267433	143276931	GLI4	HGNC Symbol
8	12064389	12071747	DEFB130B	HGNC Symbol
8	143246821	143262705	ZFP41	HGNC Symbol
8	12104389	12115516	ZNF705D	HGNC Symbol
8	12104389	12115516	ZNF705D	HGNC Symbol
8	12137168	12139077	USP17L2	HGNC Symbol
8	12132417	12134438	USP17L7	HGNC Symbol
8	25419258	25424654	GNRH1	HGNC Symbol
8	25419258	25424654	GNRH1	HGNC Symbol
8	53715543	53843558	ATP6V1H	HGNC Symbol
8	53715543	53843558	ATP6V1H	HGNC Symbol
